,rank,country,participant,result,discipline,event,olympic_host,olympic_game_year,gender
118,1,,,42.09,Athletics,4x100m relay,Seoul,1988,women
119,2,,,42.75,Athletics,4x100m relay,Seoul,1988,women
120,0,,,42.4,Athletics,4x100m relay,Stockholm,1912,men
121,1,,,42.6,Athletics,4x100m relay,Stockholm,1912,men
122,2,,,0.0,Athletics,4x100m relay,Stockholm,1912,men
123,0,,,37.61,Athletics,4x100m relay,Sydney,2000,men
124,1,,,37.9,Athletics,4x100m relay,Sydney,2000,men
125,2,,,38.04,Athletics,4x100m relay,Sydney,2000,men
126,0,,,41.95,Athletics,4x100m relay,Sydney,2000,women
127,1,,,42.13,Athletics,4x100m relay,Sydney,2000,women
128,2,,,42.2,Athletics,4x100m relay,Sydney,2000,women
129,0,,,39.0,Athletics,4x100m relay,Tokyo,1964,men
130,1,,,39.3,Athletics,4x100m relay,Tokyo,1964,men
131,2,,,39.3,Athletics,4x100m relay,Tokyo,1964,men
132,0,,,43.6,Athletics,4x100m relay,Tokyo,1964,women
133,1,,,43.9,Athletics,4x100m relay,Tokyo,1964,women
134,2,,,44.0,Athletics,4x100m relay,Tokyo,1964,women
135,0,CAN,percy williams,10.8,Athletics,100m,Amsterdam,1928,men
136,1,GBR,jack london,10.9,Athletics,100m,Amsterdam,1928,men
137,2,GER,georg lammers,10.9,Athletics,100m,Amsterdam,1928,men
138,0,USA,elizabeth robinson,12.2,Athletics,100m,Amsterdam,1928,women
139,1,CAN,bobby rosenfeld,12.3,Athletics,100m,Amsterdam,1928,women
140,2,CAN,ethel m. smith,12.3,Athletics,100m,Amsterdam,1928,women
141,0,USA,charles paddock,10.8,Athletics,100m,Antwerp,1920,men
142,1,USA,morris kirksey,10.9,Athletics,100m,Antwerp,1920,men
143,2,GBR,harry edward,10.9,Athletics,100m,Antwerp,1920,men
144,0,USA,thomas burke,12.0,Athletics,100m,Athens,1896,men
145,1,GER,fritz hofmann,0.0,Athletics,100m,Athens,1896,men
146,2,HUN,alajos szokolyi,0.0,Athletics,100m,Athens,1896,men
147,0,USA,justin gatlin,9.85,Athletics,100m,Athens,2004,men
148,1,POR,francis obikwelu,9.86,Athletics,100m,Athens,2004,men
149,2,USA,maurice greene,9.87,Athletics,100m,Athens,2004,men
150,0,BLR,yuliya nestsiarenka,10.93,Athletics,100m,Athens,2004,women
151,1,USA,lauryn williams,10.96,Athletics,100m,Athens,2004,women
152,2,JAM,veronica campbell-brown,10.97,Athletics,100m,Athens,2004,women
153,0,CAN,donovan bailey,9.84,Athletics,100m,Atlanta,1996,men
154,1,NAM,frank fredericks,9.89,Athletics,100m,Atlanta,1996,men
155,2,TTO,ato boldon,9.9,Athletics,100m,Atlanta,1996,men
156,0,USA,yolanda gail devers-roberts,10.94,Athletics,100m,Atlanta,1996,women
157,1,JAM,merlene ottey-page,10.94,Athletics,100m,Atlanta,1996,women
158,2,USA,gwen torrence,10.96,Athletics,100m,Atlanta,1996,women
159,0,GBR,linford christie,9.96,Athletics,100m,Barcelona,1992,men
160,1,NAM,frank fredericks,10.02,Athletics,100m,Barcelona,1992,men
161,2,USA,dennis mitchell,10.04,Athletics,100m,Barcelona,1992,men
162,0,USA,yolanda gail devers-roberts,10.82,Athletics,100m,Barcelona,1992,women
163,1,JAM,juliet cuthbert,10.83,Athletics,100m,Barcelona,1992,women
164,2,EUN,irina privalova,10.84,Athletics,100m,Barcelona,1992,women
165,0,JAM,usain bolt,9.69,Athletics,100m,Beijing,2008,men
166,1,TTO,richard thompson,9.89,Athletics,100m,Beijing,2008,men
167,2,USA,walter dix,9.91,Athletics,100m,Beijing,2008,men
168,0,JAM,shelly-ann fraser-pryce,10.78,Athletics,100m,Beijing,2008,women
169,1,JAM,sherone simpson,10.98,Athletics,100m,Beijing,2008,women
170,2,JAM,kerron stewart,10.98,Athletics,100m,Beijing,2008,women
171,0,USA,jesse owens,10.3,Athletics,100m,Berlin,1936,men
172,1,USA,ralph metcalfe,10.4,Athletics,100m,Berlin,1936,men
173,2,NED,martinus osendarp,10.5,Athletics,100m,Berlin,1936,men
174,0,USA,helen herring stephens,11.5,Athletics,100m,Berlin,1936,women
175,1,POL,stanislawa walasiewicz,11.7,Athletics,100m,Berlin,1936,women
176,2,GER,käthe krauss,11.9,Athletics,100m,Berlin,1936,women
177,0,USA,lindy remigino,10.4,Athletics,100m,Helsinki,1952,men
178,1,JAM,herbert mckenley,10.4,Athletics,100m,Helsinki,1952,men
179,2,GBR,emmanuel mcdonald bailey,10.4,Athletics,100m,Helsinki,1952,men
180,0,AUS,marjorie jackson,11.5,Athletics,100m,Helsinki,1952,women
181,1,RSA,daphne lilian evelyn robb-hasenjäger,11.8,Athletics,100m,Helsinki,1952,women
182,2,AUS,shirley strickland-de la hunty,11.9,Athletics,100m,Helsinki,1952,women
183,0,RSA,reggie walker,10.8,Athletics,100m,London,1908,men
184,1,USA,james rector,11.0,Athletics,100m,London,1908,men
185,2,CAN,robert kerr,11.0,Athletics,100m,London,1908,men
186,0,USA,harrison dillard,10.3,Athletics,100m,London,1948,men
187,1,USA,harold norwood ewell,10.4,Athletics,100m,London,1948,men
188,2,PAN,lloyd labeach,10.6,Athletics,100m,London,1948,men
189,0,NED,fanny blankers-koen,11.9,Athletics,100m,London,1948,women
190,1,GBR,dorothy gladys manley,12.2,Athletics,100m,London,1948,women
191,2,AUS,shirley strickland-de la hunty,12.2,Athletics,100m,London,1948,women
192,0,JAM,usain bolt,9.63,Athletics,100m,London,2012,men
193,1,JAM,yohan blake,9.75,Athletics,100m,London,2012,men
194,2,USA,justin gatlin,9.79,Athletics,100m,London,2012,men
195,0,JAM,shelly-ann fraser-pryce,10.75,Athletics,100m,London,2012,women
196,1,USA,carmelita jeter,10.78,Athletics,100m,London,2012,women
197,2,JAM,veronica campbell-brown,10.81,Athletics,100m,London,2012,women
198,0,USA,eddie tolan,10.3,Athletics,100m,Los Angeles,1984,men
199,1,USA,ralph metcalfe,10.3,Athletics,100m,Los Angeles,1984,men
200,2,GER,arthur jonath,10.4,Athletics,100m,Los Angeles,1984,men
201,0,POL,stanislawa walasiewicz,11.9,Athletics,100m,Los Angeles,1984,women
202,1,CAN,hilda strike-sisson,11.9,Athletics,100m,Los Angeles,1984,women
203,2,USA,wilhelmina von bremen,12.0,Athletics,100m,Los Angeles,1984,women
204,0,USA,carl lewis,9.99,Athletics,100m,Los Angeles,1984,men
205,1,USA,samuel louis graddy,10.19,Athletics,100m,Los Angeles,1984,men
206,2,CAN,ben johnson,10.22,Athletics,100m,Los Angeles,1984,men
207,0,USA,evelyn ashford,10.97,Athletics,100m,Los Angeles,1984,women
208,1,USA,alice regina brown,11.13,Athletics,100m,Los Angeles,1984,women
209,2,JAM,merlene ottey-page,11.16,Athletics,100m,Los Angeles,1984,women
210,0,USA,bobby morrow,10.5,Athletics,100m,Melbourne,1956,men
211,1,USA,walter thane baker,10.5,Athletics,100m,Melbourne,1956,men
212,2,AUS,hec hogan,10.6,Athletics,100m,Melbourne,1956,men
213,0,AUS,betty cuthbert,11.5,Athletics,100m,Melbourne,1956,women
214,1,GER,christa stubnick,11.7,Athletics,100m,Melbourne,1956,women
215,2,AUS,marlene mathews-willard,11.7,Athletics,100m,Melbourne,1956,women
216,0,USA,james ray hines,9.9,Athletics,100m,Mexico City,1968,men
217,1,JAM,lennox miller,10.0,Athletics,100m,Mexico City,1968,men
218,2,USA,charles edward greene,10.0,Athletics,100m,Mexico City,1968,men
219,0,USA,wyomia tyus,11.0,Athletics,100m,Mexico City,1968,women
220,1,USA,barbara ann ferrell,11.1,Athletics,100m,Mexico City,1968,women
221,2,POL,irena szewińska,11.1,Athletics,100m,Mexico City,1968,women
222,0,TTO,hasely crawford,10.06,Athletics,100m,Montreal,1976,men
223,1,JAM,donald quarrie,10.08,Athletics,100m,Montreal,1976,men
224,2,URS,valeriy borzov,10.14,Athletics,100m,Montreal,1976,men
225,0,FRG,annegret richter,11.08,Athletics,100m,Montreal,1976,women
226,1,GDR,renate stecher,11.13,Athletics,100m,Montreal,1976,women
227,2,FRG,inge helten,11.17,Athletics,100m,Montreal,1976,women
228,0,GBR,allan wells,10.25,Athletics,100m,Moscow,1980,men
229,1,CUB,silvio leonard sarria,10.25,Athletics,100m,Moscow,1980,men
230,2,BUL,peter petrov,10.39,Athletics,100m,Moscow,1980,men
231,0,URS,lyudmila kondratyeva,11.06,Athletics,100m,Moscow,1980,women
232,1,GDR,marlies oelsner-göhr,11.07,Athletics,100m,Moscow,1980,women
233,2,GDR,ingrid auerswald-lange,11.14,Athletics,100m,Moscow,1980,women
234,0,URS,valeriy borzov,10.14,Athletics,100m,Munich,1972,men
235,1,USA,robert taylor,10.24,Athletics,100m,Munich,1972,men
236,2,JAM,lennox miller,10.33,Athletics,100m,Munich,1972,men
237,0,GDR,renate stecher,11.07,Athletics,100m,Munich,1972,women
238,1,AUS,raelene ann boyle,11.23,Athletics,100m,Munich,1972,women
239,2,CUB,silvia chivas baro,11.24,Athletics,100m,Munich,1972,women
240,0,USA,francis jarvis,11.0,Athletics,100m,Paris,1900,men
241,1,USA,walter b. john tewksbury,0.0,Athletics,100m,Paris,1900,men
242,2,AUS,stanley rowley,0.0,Athletics,100m,Paris,1900,men
243,0,GBR,harold abrahams,10.6,Athletics,100m,Paris,1924,men
244,1,USA,jackson scholz,10.7,Athletics,100m,Paris,1924,men
245,2,NZL,arthur porritt,10.8,Athletics,100m,Paris,1924,men
246,0,JAM,usain bolt,9.81,Athletics,100m,Rio,2016,men
247,1,USA,justin gatlin,9.89,Athletics,100m,Rio,2016,men
248,2,CAN,andre de grasse,9.91,Athletics,100m,Rio,2016,men
249,0,JAM,elaine thompson-herah,10.71,Athletics,100m,Rio,2016,women
250,1,USA,tori bowie,10.83,Athletics,100m,Rio,2016,women
251,2,JAM,shelly-ann fraser-pryce,10.86,Athletics,100m,Rio,2016,women
252,0,GER,armin hary,10.2,Athletics,100m,Rome,1960,men
253,1,USA,david sime,10.2,Athletics,100m,Rome,1960,men
254,2,GBR,peter radford,10.3,Athletics,100m,Rome,1960,men
255,0,USA,wilma rudolph,11.0,Athletics,100m,Rome,1960,women
256,1,GBR,dorothy hyman,11.3,Athletics,100m,Rome,1960,women
257,2,ITA,giuseppina leone,11.3,Athletics,100m,Rome,1960,women
258,0,USA,carl lewis,9.92,Athletics,100m,Seoul,1988,men
259,1,GBR,linford christie,9.97,Athletics,100m,Seoul,1988,men
260,2,USA,calvin smith,9.99,Athletics,100m,Seoul,1988,men
261,0,USA,florence griffith-joyner,10.54,Athletics,100m,Seoul,1988,women
262,1,USA,evelyn ashford,10.83,Athletics,100m,Seoul,1988,women
263,2,GDR,heike drechsler,10.85,Athletics,100m,Seoul,1988,women
264,0,USA,ralph craig,10.8,Athletics,100m,Stockholm,1912,men
265,1,USA,i. alvah meyer,10.9,Athletics,100m,Stockholm,1912,men
266,2,USA,donald lippincott,10.9,Athletics,100m,Stockholm,1912,men
267,0,USA,maurice greene,9.87,Athletics,100m,Sydney,2000,men
268,1,TTO,ato boldon,9.99,Athletics,100m,Sydney,2000,men
269,2,BAR,obadele thompson,10.04,Athletics,100m,Sydney,2000,men
270,0,GRE,aikaterini thanou,11.12,Athletics,100m,Sydney,2000,women
271,1,JAM,tanya lawrence,11.18,Athletics,100m,Sydney,2000,women
272,2,JAM,merlene ottey-page,11.19,Athletics,100m,Sydney,2000,women
273,0,USA,robert hayes,10.0,Athletics,100m,Tokyo,1964,men
274,1,CUB,enrique figuerola camue,10.2,Athletics,100m,Tokyo,1964,men
275,2,CAN,henry winston harry jerome,10.2,Athletics,100m,Tokyo,1964,men
276,0,USA,wyomia tyus,11.4,Athletics,100m,Tokyo,1964,women
277,1,USA,edith marie mcguire,11.6,Athletics,100m,Tokyo,1964,women
278,2,POL,ewa klobukowska,11.6,Athletics,100m,Tokyo,1964,women
279,0,ITA,lamont marcell jacobs,9.8,Athletics,100m,Tokyo,2020,men
280,1,USA,fred kerley,9.84,Athletics,100m,Tokyo,2020,men
281,2,CAN,andre de grasse,9.89,Athletics,100m,Tokyo,2020,men
282,0,JAM,elaine thompson-herah,10.61,Athletics,100m,Tokyo,2020,women
283,1,JAM,shelly-ann fraser-pryce,10.74,Athletics,100m,Tokyo,2020,women
284,2,JAM,shericka jackson,10.76,Athletics,100m,Tokyo,2020,women
285,0,CAN,percy williams,10.8,Athletics,100m,Amsterdam,1928,men
286,1,GBR,jack london,10.9,Athletics,100m,Amsterdam,1928,men
287,2,GER,georg lammers,10.9,Athletics,100m,Amsterdam,1928,men
288,0,USA,elizabeth robinson,12.2,Athletics,100m,Amsterdam,1928,women
289,1,CAN,bobby rosenfeld,12.3,Athletics,100m,Amsterdam,1928,women
290,2,CAN,ethel m. smith,12.3,Athletics,100m,Amsterdam,1928,women
291,0,USA,charles paddock,10.8,Athletics,100m,Antwerp,1920,men
292,1,USA,morris kirksey,10.9,Athletics,100m,Antwerp,1920,men
293,2,GBR,harry edward,10.9,Athletics,100m,Antwerp,1920,men
294,0,USA,thomas burke,12.0,Athletics,100m,Athens,1896,men
295,1,GER,fritz hofmann,0.0,Athletics,100m,Athens,1896,men
296,2,HUN,alajos szokolyi,0.0,Athletics,100m,Athens,1896,men
297,0,USA,justin gatlin,9.85,Athletics,100m,Athens,2004,men
298,1,POR,francis obikwelu,9.86,Athletics,100m,Athens,2004,men
299,2,USA,maurice greene,9.87,Athletics,100m,Athens,2004,men
300,0,BLR,yuliya nestsiarenka,10.93,Athletics,100m,Athens,2004,women
301,1,USA,lauryn williams,10.96,Athletics,100m,Athens,2004,women
302,2,JAM,veronica campbell-brown,10.97,Athletics,100m,Athens,2004,women
303,0,CAN,donovan bailey,9.84,Athletics,100m,Atlanta,1996,men
304,1,NAM,frank fredericks,9.89,Athletics,100m,Atlanta,1996,men
305,2,TTO,ato boldon,9.9,Athletics,100m,Atlanta,1996,men
306,0,USA,yolanda gail devers-roberts,10.94,Athletics,100m,Atlanta,1996,women
307,1,JAM,merlene ottey-page,10.94,Athletics,100m,Atlanta,1996,women
308,2,USA,gwen torrence,10.96,Athletics,100m,Atlanta,1996,women
309,0,GBR,linford christie,9.96,Athletics,100m,Barcelona,1992,men
310,1,NAM,frank fredericks,10.02,Athletics,100m,Barcelona,1992,men
311,2,USA,dennis mitchell,10.04,Athletics,100m,Barcelona,1992,men
312,0,USA,yolanda gail devers-roberts,10.82,Athletics,100m,Barcelona,1992,women
313,1,JAM,juliet cuthbert,10.83,Athletics,100m,Barcelona,1992,women
314,2,EUN,irina privalova,10.84,Athletics,100m,Barcelona,1992,women
315,0,JAM,usain bolt,9.69,Athletics,100m,Beijing,2008,men
316,1,TTO,richard thompson,9.89,Athletics,100m,Beijing,2008,men
317,2,USA,walter dix,9.91,Athletics,100m,Beijing,2008,men
318,0,JAM,shelly-ann fraser-pryce,10.78,Athletics,100m,Beijing,2008,women
319,1,JAM,sherone simpson,10.98,Athletics,100m,Beijing,2008,women
320,2,JAM,kerron stewart,10.98,Athletics,100m,Beijing,2008,women
321,0,USA,jesse owens,10.3,Athletics,100m,Berlin,1936,men
322,1,USA,ralph metcalfe,10.4,Athletics,100m,Berlin,1936,men
323,2,NED,martinus osendarp,10.5,Athletics,100m,Berlin,1936,men
324,0,USA,helen herring stephens,11.5,Athletics,100m,Berlin,1936,women
325,1,POL,stanislawa walasiewicz,11.7,Athletics,100m,Berlin,1936,women
326,2,GER,käthe krauss,11.9,Athletics,100m,Berlin,1936,women
327,0,USA,lindy remigino,10.4,Athletics,100m,Helsinki,1952,men
328,1,JAM,herbert mckenley,10.4,Athletics,100m,Helsinki,1952,men
329,2,GBR,emmanuel mcdonald bailey,10.4,Athletics,100m,Helsinki,1952,men
330,0,AUS,marjorie jackson,11.5,Athletics,100m,Helsinki,1952,women
331,1,RSA,daphne lilian evelyn robb-hasenjäger,11.8,Athletics,100m,Helsinki,1952,women
332,2,AUS,shirley strickland-de la hunty,11.9,Athletics,100m,Helsinki,1952,women
333,0,RSA,reggie walker,10.8,Athletics,100m,London,1908,men
334,1,USA,james rector,11.0,Athletics,100m,London,1908,men
335,2,CAN,robert kerr,11.0,Athletics,100m,London,1908,men
336,0,USA,harrison dillard,10.3,Athletics,100m,London,1948,men
337,1,USA,harold norwood ewell,10.4,Athletics,100m,London,1948,men
338,2,PAN,lloyd labeach,10.6,Athletics,100m,London,1948,men
339,0,NED,fanny blankers-koen,11.9,Athletics,100m,London,1948,women
340,1,GBR,dorothy gladys manley,12.2,Athletics,100m,London,1948,women
341,2,AUS,shirley strickland-de la hunty,12.2,Athletics,100m,London,1948,women
342,0,JAM,usain bolt,9.63,Athletics,100m,London,2012,men
343,1,JAM,yohan blake,9.75,Athletics,100m,London,2012,men
344,2,USA,justin gatlin,9.79,Athletics,100m,London,2012,men
345,0,JAM,shelly-ann fraser-pryce,10.75,Athletics,100m,London,2012,women
346,1,USA,carmelita jeter,10.78,Athletics,100m,London,2012,women
347,2,JAM,veronica campbell-brown,10.81,Athletics,100m,London,2012,women
348,0,USA,eddie tolan,10.3,Athletics,100m,Los Angeles,1984,men
349,1,USA,ralph metcalfe,10.3,Athletics,100m,Los Angeles,1984,men
350,2,GER,arthur jonath,10.4,Athletics,100m,Los Angeles,1984,men
351,0,POL,stanislawa walasiewicz,11.9,Athletics,100m,Los Angeles,1984,women
352,1,CAN,hilda strike-sisson,11.9,Athletics,100m,Los Angeles,1984,women
353,2,USA,wilhelmina von bremen,12.0,Athletics,100m,Los Angeles,1984,women
354,0,USA,carl lewis,9.99,Athletics,100m,Los Angeles,1984,men
355,1,USA,samuel louis graddy,10.19,Athletics,100m,Los Angeles,1984,men
356,2,CAN,ben johnson,10.22,Athletics,100m,Los Angeles,1984,men
357,0,USA,evelyn ashford,10.97,Athletics,100m,Los Angeles,1984,women
358,1,USA,alice regina brown,11.13,Athletics,100m,Los Angeles,1984,women
359,2,JAM,merlene ottey-page,11.16,Athletics,100m,Los Angeles,1984,women
360,0,USA,bobby morrow,10.5,Athletics,100m,Melbourne,1956,men
361,1,USA,walter thane baker,10.5,Athletics,100m,Melbourne,1956,men
362,2,AUS,hec hogan,10.6,Athletics,100m,Melbourne,1956,men
363,0,AUS,betty cuthbert,11.5,Athletics,100m,Melbourne,1956,women
364,1,GER,christa stubnick,11.7,Athletics,100m,Melbourne,1956,women
365,2,AUS,marlene mathews-willard,11.7,Athletics,100m,Melbourne,1956,women
366,0,USA,james ray hines,9.9,Athletics,100m,Mexico City,1968,men
367,1,JAM,lennox miller,10.0,Athletics,100m,Mexico City,1968,men
368,2,USA,charles edward greene,10.0,Athletics,100m,Mexico City,1968,men
369,0,USA,wyomia tyus,11.0,Athletics,100m,Mexico City,1968,women
370,1,USA,barbara ann ferrell,11.1,Athletics,100m,Mexico City,1968,women
371,2,POL,irena szewińska,11.1,Athletics,100m,Mexico City,1968,women
372,0,TTO,hasely crawford,10.06,Athletics,100m,Montreal,1976,men
373,1,JAM,donald quarrie,10.08,Athletics,100m,Montreal,1976,men
374,2,URS,valeriy borzov,10.14,Athletics,100m,Montreal,1976,men
375,0,FRG,annegret richter,11.08,Athletics,100m,Montreal,1976,women
376,1,GDR,renate stecher,11.13,Athletics,100m,Montreal,1976,women
377,2,FRG,inge helten,11.17,Athletics,100m,Montreal,1976,women
378,0,GBR,allan wells,10.25,Athletics,100m,Moscow,1980,men
379,1,CUB,silvio leonard sarria,10.25,Athletics,100m,Moscow,1980,men
380,2,BUL,peter petrov,10.39,Athletics,100m,Moscow,1980,men
381,0,URS,lyudmila kondratyeva,11.06,Athletics,100m,Moscow,1980,women
382,1,GDR,marlies oelsner-göhr,11.07,Athletics,100m,Moscow,1980,women
383,2,GDR,ingrid auerswald-lange,11.14,Athletics,100m,Moscow,1980,women
384,0,URS,valeriy borzov,10.14,Athletics,100m,Munich,1972,men
385,1,USA,robert taylor,10.24,Athletics,100m,Munich,1972,men
386,2,JAM,lennox miller,10.33,Athletics,100m,Munich,1972,men
387,0,GDR,renate stecher,11.07,Athletics,100m,Munich,1972,women
388,1,AUS,raelene ann boyle,11.23,Athletics,100m,Munich,1972,women
389,2,CUB,silvia chivas baro,11.24,Athletics,100m,Munich,1972,women
